@relation 'digits-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.286X3-0.28X59-0.246X10+0.239X34+0.235X35... numeric
@attribute '0.274X6+0.267X15-0.258X55-0.252X61+0.25 X7...' numeric
@attribute -0.323X44-0.277X36-0.269X45-0.248X37+0.221X39... numeric
@attribute 0.252X62-0.223X26+0.214X29-0.211X19+0.203X21... numeric
@attribute -0.317X16-0.282X8-0.249X56-0.244X63-0.237X24... numeric
@attribute '0.359X50+0.286X49+0.281X32+0.265X24+0.26 X58...' numeric
@attribute 0.278X27+0.262X26+0.257X28-0.25X52-0.234X4... numeric
@attribute -0.367X53-0.351X64+0.293X36+0.256X47+0.221X28... numeric
@attribute '-0.27X17-0.231X25+0.22 X64-0.217X13+0.215X58...' numeric
@attribute -0.351X17-0.294X25+0.241X51-0.209X10-0.205X9... numeric
@attribute -0.368X49-0.295X57-0.277X6-0.232X41-0.198X50... numeric
@attribute -0.38X49-0.333X32+0.262X17-0.237X60-0.221X41... numeric
@attribute -0.456X48-0.269X39-0.258X12-0.251X56-0.237X20... numeric
@attribute 0.343X46+0.272X17+0.267X37+0.262X60+0.239X38... numeric
@attribute 0.337X25-0.311X13-0.3X5+0.284X17+0.263X28... numeric
@attribute -0.366X9-0.341X48-0.292X5-0.257X56-0.223X36... numeric
@attribute 0.457X57-0.39X41+0.248X58-0.24X42-0.223X8... numeric
@attribute '-0.547X9-0.366X57+0.33 X5+0.264X25+0.22 X32...' numeric
@attribute 0.408X57-0.288X41-0.269X30-0.242X37-0.236X22... numeric
@attribute '0.36 X9-0.304X48-0.244X50-0.239X29-0.229X42...' numeric
@attribute -0.399X48+0.351X64+0.289X35-0.247X61-0.247X41... numeric
@attribute 0.456X32-0.326X41-0.313X5+0.291X48-0.267X31... numeric
@attribute -0.294X54+0.276X50-0.27X13+0.257X5-0.237X35... numeric
@attribute '-0.402X8+0.29 X15-0.256X41-0.239X22-0.225X16...' numeric
@attribute '0.293X61-0.28X24+0.237X60-0.227X50+0.22 X39...' numeric
@attribute -0.388X12+0.295X52+0.281X44-0.237X26+0.224X53... numeric
@attribute 0.331X26-0.3X19+0.287X52-0.224X24+0.219X50... numeric
@attribute '0.385X52-0.294X50-0.234X36-0.231X13+0.23 X24...' numeric
@attribute -0.328X18+0.285X59-0.285X10+0.269X3-0.266X56... numeric
@attribute '0.473X53-0.321X23-0.252X46+0.23 X39-0.206X42...' numeric
@attribute 0.395X50+0.323X47+0.289X55+0.275X45-0.237X48... numeric
@attribute -0.389X17+0.347X25-0.345X39+0.242X12-0.219X54... numeric
@attribute -0.333X31-0.285X12+0.267X15-0.257X8+0.243X13... numeric
@attribute 0.472X17-0.427X25-0.275X44-0.269X39-0.249X9... numeric
@attribute -0.333X20+0.303X29+0.266X56+0.246X19+0.221X31... numeric
@attribute -0.374X56+0.296X49-0.261X44+0.261X64-0.248X7... numeric
@attribute -0.448X49+0.397X32-0.233X21+0.231X42+0.228X57... numeric
@attribute -0.344X51+0.254X35-0.251X26-0.203X23+0.198X24... numeric
@attribute -0.379X31-0.271X51-0.262X7+0.254X44+0.241X42... numeric
@attribute '0.341X61+0.31 X51-0.229X23+0.223X14-0.209X5...' numeric
@attribute Digit? {0,1,2,3,4,5,6,7,8,9}

@data
3.377819,-0.495631,2.280261,-1.428806,-0.006569,-0.150538,-0.738969,-0.61589,-0.945528,1.525711,-0.312765,1.223829,-0.715187,-0.95422,0.160208,-1.247643,0.393891,1.051994,0.549053,1.200011,0.108975,-0.389924,-0.143735,0.496214,-0.065308,0.213332,-0.498418,0.282167,-0.535679,-0.081141,-0.717484,0.008236,0.299191,-0.212621,0.458812,0.716947,-0.317783,-0.469063,0.032148,-0.296901,0
2.062771,2.016118,-1.540047,4.771822,2.193653,0.344363,3.083552,0.350825,0.707983,-0.081696,-0.509548,0.772774,0.548429,-0.536753,-0.436391,-0.605065,0.142791,0.409347,0.032052,-0.432947,0.595807,0.580253,-1.012756,-0.779927,0.32657,0.443211,0.336364,0.074992,0.541708,0.83108,0.30528,-0.430999,-0.547616,0.07038,-0.116726,0.133568,0.080091,0.532218,0.127692,-0.016146,1
-1.936472,-1.814741,-2.800588,0.786329,-3.024934,-0.384445,-0.647534,-2.908902,1.539976,0.028649,-0.281254,-0.20227,1.025618,-0.369018,0.711201,1.640487,-0.165737,-0.410678,-0.020328,0.104276,-0.179639,1.280779,0.113651,0.47646,-1.073604,-0.246972,0.25493,0.3772,0.95588,0.617545,0.180408,-0.381678,-0.093495,-0.209235,1.821198,0.624468,0.16283,0.505377,-0.461767,-0.173112,2
-3.25717,2.148526,1.615198,1.798427,0.745159,1.828314,0.763214,0.628767,1.047733,0.946719,0.002575,0.77063,-0.296555,1.740117,-0.302188,-0.447014,0.888785,0.38165,-0.425839,0.306253,-0.242427,0.667677,-0.127489,-0.001027,0.735847,-0.725052,0.31308,1.454276,0.278523,-0.554785,0.011248,-0.029274,-0.047107,0.157153,0.148542,0.435956,-0.084908,-0.080836,-0.348312,-0.519997,3
5.457225,0.025125,-0.182476,0.119588,0.540881,0.104783,1.082813,-0.950678,0.853001,-0.891302,1.596827,0.190356,0.07079,0.116785,-0.254459,-1.407377,1.677708,-0.297077,-0.376412,0.472498,-0.638046,-1.214495,-0.775474,-0.54919,0.916521,0.002094,0.488641,-1.234558,0.490906,-1.291082,0.241841,0.164267,0.29359,-0.011993,-0.599138,-0.596877,-0.506477,-0.687084,0.199991,-0.544665,4
-3.875957,2.60609,-1.85801,-5.452508,-0.61531,0.988211,3.601245,0.754156,2.213303,-0.529513,0.019334,0.168055,-1.903351,-0.830388,-1.555311,-0.577934,0.705518,0.593762,-0.684724,0.23307,0.075107,-0.082988,1.808165,-1.065802,0.095774,-0.376371,0.010483,1.294664,-0.597003,-0.392957,-0.025154,0.380367,-1.045679,0.347156,0.591469,0.974267,0.292972,-0.304415,-0.554059,0.269779,5
0.921095,-3.261333,-3.400496,3.226438,-1.096186,0.081939,-0.572972,2.135876,0.307947,-0.668437,-0.719895,0.704217,-1.035696,0.263195,-1.571776,0.046763,-0.065344,1.027861,0.65483,0.714022,0.434231,-0.999201,0.463514,0.208327,0.348809,0.648941,-0.947983,-0.261094,-0.132613,-0.423143,1.684013,0.280969,0.487926,0.117082,-0.322283,-0.228794,-0.558371,-1.045114,-0.306132,-0.420199,6
1.414941,1.953935,-0.560418,0.368723,1.302172,-1.88309,-1.062944,0.007508,0.0506,-1.478485,0.070518,-0.614023,-0.717701,0.410244,-1.956773,0.075789,0.402851,-0.249096,-0.398187,-0.340763,0.301899,0.064091,0.183346,0.367832,-0.049029,-0.242686,-1.098888,-1.459814,-1.844747,1.554143,-0.069947,-0.666839,0.160459,-0.32309,0.419031,0.458353,-0.278652,0.186357,-0.067746,-0.136869,7
-0.926264,2.252391,-1.532502,-0.111927,1.639834,0.261338,-0.069177,0.128338,-0.283258,0.938835,0.241206,0.188989,0.28424,-0.775634,1.88476,-0.602152,-0.831644,1.01507,1.91787,-0.143932,-0.116039,1.033142,-0.47953,-0.423482,0.290255,-0.604218,-1.686868,-0.463115,-0.240053,1.338106,0.424292,1.031058,-0.382853,0.917795,-0.358747,0.327378,-0.277429,-0.540888,0.10064,-0.792149,8
-2.370303,-2.931099,0.381256,3.231862,-2.083612,0.545159,-0.615605,-0.138019,0.545206,-0.68145,1.227663,-0.389857,-1.300426,-0.548389,1.126769,1.895117,-0.792872,-0.144386,0.719785,1.122805,-0.409394,-0.167173,1.10926,0.243678,0.324534,-1.311469,-0.811651,0.099392,0.11757,-0.579153,0.054736,1.363645,0.024347,0.491926,-0.051943,-1.282642,-0.401852,0.600808,0.662389,-0.679598,9
2.001344,-1.319379,2.570234,-0.855109,0.565378,-1.017422,-0.811772,-1.246403,-1.308753,1.017894,0.211446,0.755456,-1.434447,-0.753982,-1.089773,0.208719,0.566396,0.431781,-0.212751,1.138667,0.656093,0.653566,-0.42985,-1.014652,-0.517995,0.222034,-0.068105,-0.128764,-0.506365,0.563132,-0.214461,-0.27398,0.990499,-0.002748,-1.10829,-0.222021,-0.390707,-0.078169,0.512818,0.161839,0
1.694406,2.07481,-0.885741,4.387373,1.445702,-0.307191,3.642097,-0.249945,0.703246,-0.204817,-1.088004,0.451169,0.209264,-0.9006,-1.094734,-0.162276,-0.150283,0.356078,-0.355122,-0.79069,0.626262,0.372048,-0.207554,-0.776382,0.093718,0.88648,0.872034,0.323882,1.350249,0.520355,0.583902,-0.69351,-0.261887,-0.236286,-0.421742,-0.052049,-0.368457,-0.080383,0.033613,0.194135,1
-3.113704,-1.058681,-2.450814,0.54774,-0.761539,-0.012647,-1.889535,-1.167231,-0.400924,-0.200123,0.085585,0.415337,1.602202,-0.583418,0.165144,1.610869,-0.230565,0.075748,0.108516,0.035501,-0.333393,0.364906,-0.325395,0.612203,-0.957639,-0.207699,0.496608,-0.515883,1.764152,-0.10408,-0.906719,-0.614104,0.886992,-0.235281,0.620512,0.374623,0.177952,0.329184,0.114692,-0.075586,2
-1.469009,3.9093,2.077754,0.869682,-0.203735,0.689342,-0.288085,-0.885051,1.203473,1.351201,-0.527117,0.504518,0.543521,2.047517,0.413485,-0.794301,0.715346,0.588694,0.142265,0.60426,-1.134764,0.60218,-0.696265,0.966962,0.274404,0.373958,0.692817,1.032863,0.739553,0.01448,-0.370209,0.606945,0.434096,0.491291,0.360777,0.038239,0.512507,-0.473173,0.626935,-0.252087,3
4.002219,-0.322126,-0.587519,2.739793,1.513125,0.67587,2.08799,1.028769,1.716278,-1.161285,0.475358,1.112285,0.758017,-0.697633,0.381177,0.133132,0.685427,0.319695,0.698839,0.929453,0.327369,0.315961,-1.691086,-1.229547,-0.878359,1.228484,0.430834,-1.232984,-0.099965,-0.697543,-0.356288,0.12775,-0.040589,-0.250114,-0.489925,-0.759863,0.205974,0.470718,-0.21567,0.273471,4
-0.376618,0.524972,-1.355664,-3.105238,-0.926019,-1.029161,1.449668,-0.644542,0.557961,0.45783,0.368051,-0.779478,0.627467,-0.074186,0.391457,0.21611,0.22672,0.662076,1.315065,0.493729,-0.480534,0.915577,-1.543967,-0.109698,-0.813392,-0.688139,-1.02857,-1.477133,0.577835,1.32457,0.92208,0.201755,-0.730033,0.52656,0.20494,0.392025,0.683083,0.212434,0.939463,0.030165,5
1.286368,-3.968338,-2.542261,-0.93641,-0.282309,0.352576,1.026478,-0.222053,-1.378347,2.067306,-0.309576,0.585735,-0.08221,0.45837,-1.04652,-0.68952,0.006955,0.700934,-0.092943,0.24883,0.732394,-0.524451,-0.276343,-0.338932,0.248172,1.266662,-0.503534,0.26455,0.92593,-0.335981,0.767622,-0.202626,-0.133207,0.074458,-0.105309,-0.378958,-0.118838,0.752377,-0.140596,-0.961018,6
3.841247,3.477269,1.569069,1.675378,0.274042,-0.345002,-0.149968,0.280288,1.537647,-0.451228,-0.096043,-0.020348,0.093781,0.969828,0.273271,-1.999177,1.369552,0.261923,-0.069478,0.400856,-0.014863,-0.897431,-0.916649,0.938082,1.332012,-0.196287,1.497637,0.567578,0.065175,0.801106,1.015674,-0.436927,0.386019,0.732999,0.138835,0.926483,0.600016,-0.099014,0.115717,-0.087805,7
-0.16649,0.933852,-1.258803,0.086513,1.045413,0.362803,-0.877634,-0.592982,-0.76811,1.445003,1.397736,-0.186213,0.631348,0.115273,1.870625,-0.711117,1.098129,-0.786957,-0.856146,0.43369,-0.141409,0.984737,-1.506539,-0.260151,-0.178842,-0.612014,-0.662938,-0.191335,-0.508197,1.072839,-0.339375,1.078115,-0.762671,0.778468,-0.275607,0.49403,0.340568,-0.963191,0.483701,-0.444751,8
-2.013864,-2.376184,0.707709,3.514275,-1.16802,0.694273,0.206764,-0.691755,0.118208,-0.306523,1.759639,-0.584169,-2.153345,-0.579846,0.243151,1.631565,-0.528677,-0.480706,-0.349808,0.826728,0.64253,-0.136624,0.564665,0.110624,-0.518948,-0.229086,-0.773504,0.285869,0.665295,-0.122492,0.283293,1.326976,0.104394,0.684463,0.732803,-0.974673,-0.165339,0.364262,0.993319,-1.069227,9
1.530879,-1.721938,4.416883,-3.628447,1.05374,1.063142,-0.168331,-1.59877,0.594352,0.868928,0.267796,0.351246,0.778549,0.706874,1.189368,-0.969729,-0.205888,-0.625694,-0.147187,-1.38389,0.542734,0.462298,-0.659857,0.111571,-0.248259,-0.101432,-0.073213,-0.438739,-0.134349,-0.488708,-0.067371,0.89651,-0.212651,0.589854,-0.736511,-0.24089,-0.178755,-0.047528,0.579762,-0.216656,0
-1.419782,-2.126801,0.63775,4.623837,-1.495248,0.152515,-1.246682,-0.941387,0.634338,-1.094149,0.666623,0.182004,-1.551461,-0.719615,0.143879,1.607583,-0.482577,0.106446,0.450292,0.856291,0.109056,-0.143262,1.526885,-0.522728,0.169851,-1.783396,-0.688742,-0.044971,-0.441371,-0.700645,0.175926,1.657243,0.454035,1.029803,-0.573277,-1.113688,-0.314063,0.495951,0.507745,-0.814068,9
-1.813851,2.457743,0.730682,-3.398158,-1.054713,-0.154253,3.643159,0.569831,1.927356,0.514307,0.243508,-1.365124,-1.688291,0.989821,-0.350943,0.145348,-0.34788,-0.193972,-0.521905,-0.256431,1.310895,-0.065979,0.695034,-0.0751,0.168305,0.890092,0.778301,1.08531,0.99726,0.098578,-0.832477,0.426887,0.361299,0.351348,0.18041,-0.397444,-0.402353,0.232158,-0.801978,0.096685,5
-3.361348,2.963376,-0.806054,-3.679782,0.211374,2.130789,3.534128,0.06875,2.281272,0.076761,0.935254,1.046791,-2.563975,-0.985224,-1.425614,0.096853,1.514944,-0.521232,-2.435546,0.690516,0.688245,1.196047,0.881121,-1.094688,-0.519833,-1.035216,-0.505287,1.014625,-0.685355,-0.188507,0.353191,0.162985,-0.19901,0.678156,0.445348,1.916176,0.72542,-0.850617,-0.244176,1.456579,5
1.748623,-2.900023,-2.631841,2.163143,0.137828,0.298932,0.538271,2.733728,-0.47986,0.332849,-0.669728,0.750097,0.100831,0.461962,-0.956459,0.231731,0.381635,1.007328,0.490058,1.048439,0.420178,-0.649778,-0.24401,0.330553,-0.269243,0.701746,0.351417,0.253646,-0.398749,-0.083633,-0.133233,-0.00897,-0.223154,0.017506,-0.429054,0.298065,0.381331,-0.330685,0.465587,-0.460509,6
-2.114806,2.034872,-1.160866,-2.485132,-0.0638,0.410867,2.256329,-0.187892,1.032464,0.45141,1.394025,-0.660089,-1.698959,-0.430373,0.000883,0.614249,0.3742,-0.124248,-0.654406,0.948421,0.88438,0.990825,-0.07992,-0.568557,-1.460425,0.035307,-1.245582,0.503386,-0.017514,0.014541,0.378038,0.522348,-0.56085,0.908138,0.439555,1.763486,0.985409,-0.344798,0.442867,0.699421,5
1.739236,-0.425352,2.289335,-1.839108,0.27519,0.085227,-1.189828,-1.735636,-1.158393,1.714499,1.283257,0.389846,-0.864586,-0.334377,0.812676,-0.93177,0.827249,0.048328,-0.257799,1.304917,0.255551,0.132105,-0.845624,-0.400915,-0.44806,0.818714,-0.753011,-0.308603,-0.247845,-0.101623,-0.033282,0.400112,0.974749,0.521256,-0.482372,0.604766,-0.344142,-0.586183,-0.031786,-0.044407,0
-3.171343,-2.793408,0.610451,1.404793,-2.051318,0.384781,1.628102,0.656524,0.363293,-0.505894,0.87454,-0.886036,0.263011,-0.880374,0.878277,1.937422,-0.501863,-1.389113,-1.249276,0.456047,0.480139,-0.2278,0.087423,0.852697,-0.459335,0.244943,-0.938533,0.02998,1.085836,-0.521389,-0.463338,0.941765,-0.557849,0.743604,-0.11097,0.364564,0.184382,0.679232,0.307425,-0.12721,9
-0.251349,2.165653,-1.121608,-2.307293,1.176777,0.732203,-0.774841,0.921867,-0.110466,1.718684,-1.558157,0.540531,-0.087982,-0.78032,2.135293,-0.484433,-1.55996,0.38474,0.682848,-0.804472,0.537145,0.411726,0.850621,0.947811,0.235102,-0.835713,-0.986,0.279691,-0.523058,0.485883,0.360435,-0.217064,-0.170725,0.150428,-0.020955,-0.323702,0.455618,0.895154,1.625251,-0.634434,8
-3.088651,-0.439883,3.331633,0.682836,1.019719,0.783478,0.684098,-0.116938,-0.365838,-0.016295,0.115849,-0.025368,-0.373083,-0.652558,0.334565,0.499649,-0.740503,-0.23065,-0.079481,-0.158435,0.115605,0.030017,0.707356,-0.681112,-0.444702,1.68818,-0.105648,0.086612,-0.362335,-0.481887,0.255175,0.209759,0.625678,0.09464,-0.799332,-0.367249,-0.41181,0.62685,-0.547173,0.183151,9
-1.600068,1.018212,-1.471448,0.162161,2.195008,1.306284,-0.096319,0.007094,-0.980756,1.892573,0.288437,-0.045265,0.46244,0.099954,1.795964,-1.235507,0.439689,-0.208658,-0.214679,-0.797703,0.097158,0.616335,-0.170139,-0.541301,0.174768,-0.64171,-0.642314,-0.73216,-0.30495,0.988919,0.311558,0.141186,-1.112239,-0.210132,-0.512996,-0.226237,-0.574837,-0.549874,-0.066751,-0.680828,8
4.726961,-0.30877,-1.118627,-0.378559,0.499737,-0.484228,1.003231,-0.868036,0.528578,-0.643239,1.532989,-0.427458,-0.397192,0.023276,-0.385262,-0.693498,1.394912,-0.251473,-0.295531,0.753974,-0.137415,-1.109936,0.021721,-0.938806,0.073274,0.705845,0.424513,-1.17635,0.294487,-0.732293,-0.341412,0.35283,0.093495,0.005897,0.23036,-0.838844,-0.005718,0.319502,-0.359084,0.314213,4
1.989923,1.365524,-1.277816,3.919913,2.251869,0.438765,3.138302,-0.244271,1.014442,-0.814457,0.320186,0.45488,1.058862,-0.884265,0.338145,0.051221,-0.319775,0.219627,0.987878,-0.715251,-0.569579,1.018159,-0.644379,-1.163829,0.63805,0.165364,0.464569,0.196246,0.605618,0.62308,0.750918,-0.260648,0.147403,0.562066,0.674942,0.453023,0.553905,0.314893,-0.175516,0.214988,1
2.41794,2.696665,-0.030142,0.710536,0.598295,-1.84102,-0.387746,0.56587,1.776645,-1.391044,-0.619522,-0.827691,0.489737,0.286886,0.144089,-0.654007,0.816723,0.591657,0.91991,-0.091847,-0.094691,0.176298,0.382244,-0.940277,0.217694,-0.275696,0.856794,-0.177374,-0.36747,1.741824,0.947062,0.072359,-0.196562,0.880337,-0.289586,0.767435,0.144497,-0.122045,0.15531,0.006808,7
0.539465,4.504966,0.131778,-1.359767,0.601379,-1.603219,-3.08239,1.158421,0.777594,-1.13437,-0.506971,-0.318548,-0.170169,-1.053237,0.735137,-1.086025,-0.074405,0.218717,-0.398255,-0.05126,2.023186,-0.952932,-0.80566,0.587826,0.209829,-0.082456,0.766613,1.185567,1.562677,-0.057377,-0.057156,0.401557,-0.720915,0.068434,-0.06774,-0.43645,0.089327,0.066431,0.196242,0.735305,7
-2.519124,-0.122909,1.699616,3.0831,1.097455,0.327132,-0.47001,0.577922,0.253929,-0.282608,0.832117,-0.359088,-0.483456,1.790393,-0.689626,1.306583,-0.371532,0.93164,1.499597,0.32776,-0.114634,0.814926,-0.308608,-0.117297,0.046609,-0.056259,-0.142494,1.163486,1.148754,-0.023488,1.063175,0.29997,0.133173,0.348024,-0.26512,0.195731,-0.318517,-0.409333,-0.114312,-0.367383,3
-0.982045,1.149007,-2.006211,-2.453082,-0.424863,-0.258936,1.676882,-1.520907,-0.205082,0.620122,1.39544,-0.322364,-0.232893,-1.371659,0.456223,0.806343,0.376281,-0.722867,-0.886814,0.886979,0.044486,1.628341,-2.097671,0.242404,-0.889553,-0.364383,-1.414566,0.007722,0.337225,0.339633,1.719662,-0.124468,-1.090747,0.483572,-0.803625,1.599287,0.530022,-0.694507,0.54458,0.198869,5
